Geog Key;Geog Name;Prod Key;Prod Name;Periode;P06 2014;P07 2014;P08 2014;P09 2014;P10 2014;P11 2014;P12 2014;P01 2015;P02 2015;P03 2015;P04 2015;P05 2015
656173;XXX BLANQUEFORT 1053;1;TOTAL SDV;Periode en cours;4.5617274818211;4.2212431351124;3.7705795804444;4.2710863033143;4.5831269402749;4.0494402768564;3.4197200715611;4.7261888120792;4.9125767504464;4.9564381475184;4.7904681707839;4.5516827864552
656173;XXX BLANQUEFORT 1053;1;TOTAL SDV;A-1;4.5846506253082;4.337462355786;3.7908887613704;4.0538260756325;4.2878454044999;4.143973476771;3.3428373384722;4.5888586641536;4.7604803541375;4.9108226434889;4.5899659854409;4.6047774262908
0;XXX BLANQUEFORT 1053;1;TOTAL SDV;Ecart vs A-1;-0.0229231434871;-0.11621922067352;-0.02030918092601;0.21726022768184;0.29528153577493;-0.09453319991453;0.076882733088858;0.13733014792555;0.15209639630896;0.045615504029493;0.20050218534307;-0.05309463983562
656180;XXX TALENCE 1137;1;TOTAL SDV;Periode en cours;8.0043841952034;7.7943353261367;7.3492286337036;7.2919682584214;7.6237658294213;7.3080712174479;6.6638605064251;7.6679722116461;7.9461570842967;7.6823244203315;8.1027624154496;7.7299374422273
656180;XXX TALENCE 1137;1;TOTAL SDV;A-1;7.9980579910321;7.8416576479079;7.6356189729754;7.0297437228874;7.3806017432061;7.2057810220232;6.5213972865643;7.3891875961187;7.7719745840724;7.6727324347399;7.7463156167037;7.9068019850605
0;XXX TALENCE 1137;1;TOTAL SDV;Ecart vs A-1;0.0063262041713612;-0.04732232177122;-0.28639033927181;0.26222453553402;0.24316408621513;0.10229019542478;0.14246321986088;0.27878461552742;0.17418250022429;0.0095919855916096;0.35644679874583;-0.1768645428332
656181;XXX BORDEAUX 1125;1;TOTAL SDV;Periode en cours;2.2339763342129;2.0789116865904;1.8985993165863;2.1269215195937;2.1658518062136;2.0128417246283;1.5445928566459;2.0941921728968;2.2852057499912;2.2314006649961;2.2618136691081;2.2289806867288
656181;XXX BORDEAUX 1125;1;TOTAL SDV;A-1;2.2884722326371;2.0743269958487;1.9788092455261;2.0766131178391;2.1549818020581;2.0737008418602;1.609482751366;2.1538178896341;2.3501296537338;2.2662915255647;2.1563295751257;2.2474320365365
0;XXX BORDEAUX 1125;1;TOTAL SDV;Ecart vs A-1;-0.05449589842414;0.0045846907416855;-0.08020992893981;0.050308401754544;0.010870004155496;-0.06085911723182;-0.06488989472002;-0.05962571673734;-0.06492390374258;-0.03489086056864;0.10548409398236;-0.01845134980767
656226;XXX LAUNAGUET 1331;1;TOTAL SDV;Periode en cours;4.0659271879286;3.5746748242484;3.4288408139228;3.9958335434825;3.9731954910851;3.7853314534853;3.0825141327342;4.1349665215958;4.3953080974194;4.3649692763134;4.4007769016588;4.2456113746201
656226;XXX LAUNAGUET 1331;1;TOTAL SDV;A-1;3.907466307122;3.6453668386703;3.3967607163984;3.6533642865436;3.6354276094126;3.4352955493619;2.9105412884806;3.7681087443916;3.9789993188793;3.9261044697236;3.9462985191621;4.0541985478367
0;XXX LAUNAGUET 1331;1;TOTAL SDV;Ecart vs A-1;0.15846088080658;-0.07069201442193;0.032080097524374;0.3424692569389;0.33776788167244;0.35003590412346;0.17197284425365;0.36685777720419;0.4163087785401;0.43886480658978;0.45447838249665;0.19141282678347
656234;XXX ARTIGUES PRES BORDEAUX 1351;1;TOTAL SDV;Periode en cours;2.3488108438709;2.16419384957;1.8473981883663;2.1965577451592;2.162937520718;2.0816023529361;1.6599690773417;2.2106231305574;2.2815785957816;2.2089338945241;2.2493363228401;2.2358048023413
656234;XXX ARTIGUES PRES BORDEAUX 1351;1;TOTAL SDV;A-1;2.3984392563611;2.3464659631294;2.1093729889861;2.1218911442446;2.1151121420222;2.1020851779447;1.6737024170644;2.2196491758121;2.332787904826;2.36583031482;2.2570453093146;2.362546415468
0;XXX ARTIGUES PRES BORDEAUX 1351;1;TOTAL SDV;Ecart vs A-1;-0.04962841249015;-0.18227211355937;-0.26197480061975;0.074666600914588;0.047825378695794;-0.0204828250086;-0.01373333972265;-0.00902604525464;-0.05120930904437;-0.15689642029586;-0.00770898647456;-0.12674161312667
657527;XXX GRADIGNAN 1126;1;TOTAL SDV;Periode en cours;5.6096688031507;5.3343313104606;4.9349112964095;5.2893482771553;5.4309991997943;5.3970623458502;4.1938446367312;5.2094202049699;5.7877312717759;5.6946738559711;5.7008950564014;5.7140493014118
657527;XXX GRADIGNAN 1126;1;TOTAL SDV;A-1;5.0890908696301;4.6631748109549;4.5599615498424;4.6222670898035;4.8928528708227;4.8041130750896;3.8978584457275;4.8775317026052;5.2933002060723;5.4138055063514;5.4165577910269;5.5317865665644
0;XXX GRADIGNAN 1126;1;TOTAL SDV;Ecart vs A-1;0.52057793352059;0.6711564995057;0.37494974656715;0.66708118735188;0.53814632897156;0.59294927076058;0.29598619100376;0.33188850236472;0.49443106570365;0.28086834961966;0.28433726537449;0.18226273484741
657530;XXX BORDEAUX 1141;1;TOTAL SDV;Periode en cours;1.9205075884671;1.8171969910085;1.6634514636299;1.912261984174;2.0400690188308;1.7695126741589;1.4643388687298;1.9356243594071;2.1162895637955;2.1013348507599;2.1307136453601;2.0844757750612
657530;XXX BORDEAUX 1141;1;TOTAL SDV;A-1;1.9410229996383;1.8426496223327;1.677491122883;1.7227388685999;1.761952451264;1.7373406763149;1.3726547342379;1.8048928703759;1.9843264838926;1.9426650256895;1.8781164770577;1.8941515679985
0;XXX BORDEAUX 1141;1;TOTAL SDV;Ecart vs A-1;-0.02051541117124;-0.02545263132413;-0.01403965925309;0.18952311557409;0.27811656756683;0.032171997844029;0.091684134491869;0.13073148903121;0.13196307990295;0.15866982507046;0.25259716830236;0.19032420706268
657537;XXX MERIGNAC 1150;1;TOTAL SDV;Periode en cours;4.6056037852515;3.8972300499566;3.8200111800579;4.108503508165;4.5609926153032;4.5034306029384;3.6209975043554;4.8787693402847;5.2281420070681;5.1099589075382;5.0366843027796;4.7647243309475
657537;XXX MERIGNAC 1150;1;TOTAL SDV;A-1;4.9031379619983;4.4011997236347;4.0206056468505;4.1700401781063;4.4333949314125;4.3687703533607;3.5467905287723;4.6003801262308;4.825627582462;4.8907133842489;4.9763563419488;4.6622926030768
0;XXX MERIGNAC 1150;1;TOTAL SDV;Ecart vs A-1;-0.29753417674676;-0.50396967367808;-0.20059446679259;-0.06153666994122;0.12759768389072;0.13466024957771;0.074206975583137;0.27838921405396;0.40251442460605;0.21924552328929;0.060327960830878;0.10243172787067
657558;XXX BORDEAUX 1200;1;TOTAL SDV;Periode en cours;3.5464484441016;3.0283741612757;2.8053603200089;3.3906697834802;3.5183153275615;3.2198818934916;2.6282549234678;3.480314647995;3.62644682715;3.6363412771227;3.6535662163352;3.6565595635634
